business,category,niche(s),score,tier,tier_label,score_web_opportunity,score_budget,score_niche_fit,score_reachability,score_reputation,score_operational,has_website,website,phone,rating,review_count,primary_type,maps_url,address,status
Lions Group Левски - Лъвът в недвижимите имоти | Продажби | Наеми,Real Estate,real_estate,72,B,Warm,45,66,100,100,67,100,yes,https://lionsgroup.bg/,089 514 2147,4.7,23,real_estate_agency,https://maps.google.com/?cid=6147350971763145132&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, бул. „Васил Левски“ 10, ет. 2, 9009 Варна",OPERATIONAL
Дентална практика Молдованови,Health,dental,72,B,Warm,45,66,100,100,69,100,yes,https://moldovanov.bg/,052 781 358,4.8,23,dentist,https://maps.google.com/?cid=10095122057896974348&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Генерал Колев“ 84, 4, 9000 Варна",OPERATIONAL
ЕРА Варна Тренд,Real Estate,real_estate,72,B,Warm,45,66,100,100,73,100,yes,https://www.era.bg/offices/varnatrend,089 462 5282,5,23,real_estate_agency,https://maps.google.com/?cid=12878138613974583006&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Шар“ 1, 9000 Варна",OPERATIONAL
ГЕТ Консулт 2011 ЕООД,Real Estate,real_estate,72,B,Warm,45,65,100,100,72,100,yes,http://www.getconsultbg.com/,087 869 6622,5,22,real_estate_agency,https://maps.google.com/?cid=2368684917363096278&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Иван Драсов“ 2, офис 1, 9000 Варна",OPERATIONAL
Дентална практика Си Дентал д-р Граданска,Health,dental,72,B,Warm,45,65,100,100,72,100,yes,https://www.facebook.com/SiDentalPractice,088 753 6053,5,22,dentist,https://maps.google.com/?cid=7524060982275929281&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, бул. „Чаталджа“ 67, 9002 Варна",OPERATIONAL
R.E.PLACE - място за недвижими имоти,Real Estate,real_estate,72,B,Warm,45,64,100,100,71,100,yes,https://imotireplace.bg/,087 600 7714,5,21,real_estate_agency,https://maps.google.com/?cid=3434353780125508852&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Владислав Варненчик“ 112, 9000 Варна",OPERATIONAL
Живена недвижими имоти Варна,Real Estate,real_estate,72,B,Warm,45,64,100,100,71,100,yes,http://jivena.bg/,088 930 6894,5,21,real_estate_agency,https://maps.google.com/?cid=381988722906941576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Георги Бенковски“ 12, 9000 Варна",OPERATIONAL
Рентгенов кабинет за зъбни снимки - New Vision X-Ray,Health,dental,72,B,Warm,45,64,100,100,71,100,yes,https://xraynewvision.com/,088 874 8860,5,21,dentist,https://maps.google.com/?cid=8401810468436997028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. ЧайкаПриморски, ж.к. Чайка, 9005 Варна",OPERATIONAL
Апарт-хотел Еден,Hospitality,lodging,71,B,Warm,100,36,100,20,50,100,no,,,4,2,hotel,https://maps.google.com/?cid=12866249411105427746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Христо БотевОдесос, ул. „Яребична“ 6, 9000 Варна",OPERATIONAL
зъболекар,Health,dental,71,B,Warm,100,36,100,20,48,100,no,,,1,2,dentist,https://maps.google.com/?cid=16641669165247203359&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. ЧайкаПриморски, ж.к. Чайка 203, 9010 Варна",OPERATIONAL
Enika,Hospitality,lodging,71,B,Warm,45,80,100,100,28,100,yes,https://liam-recommends.com/enika-bulgaria,088 885 9256,3.2,66,hotel,https://maps.google.com/?cid=7902647232621253168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Стефан Караджа“ 26, 9002 Варна",OPERATIONAL
Сочното Кебапче - Скара Варна,Hospitality,restaurant,71,B,Warm,45,78,100,55,92,100,yes,https://www.facebook.com/people/%D0%A1%D0%BE%D1%87%D0%BD%D0%BE%D1%82%D0%BE-%D0%9A%D0%B5%D0%B1%D0%B0%D0%BF%D1%87%D0%B5/100049833309885/?locale2=bg_BG&_rdr,,4.8,56,restaurant,https://maps.google.com/?cid=11850137301213736162&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморскиПриморски, бул. „Чаталджа“ 35А, 9002 Варна",OPERATIONAL
БУЛ ИМОТ ГРУП,Real Estate,real_estate,71,B,Warm,45,76,100,100,40,100,yes,http://www.bulimot.bg/,089 788 5152,3.5,50,real_estate_agency,https://maps.google.com/?cid=14185167155454268282&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Цар Асен I-ви“ 12, 9002 Варна",OPERATIONAL
ДКЦ 2 „Св. Иван Рилски“,Beauty & Wellness,dental,71,B,Warm,45,73,100,100,42,100,yes,http://www.dkc2varna.info/specialisti.html,052 370 570,3.5,39,beauty_salon,https://maps.google.com/?cid=15005185547302787987&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Varna, Narodni buditeli St 5, Аспарухово, 9003 Варна",OPERATIONAL
OLA Taste of MED - Grand Mall,Hospitality,restaurant,71,B,Warm,45,72,100,100,46,100,yes,http://www.ola-bg.com/,088 227 7703,3.6,36,restaurant,https://maps.google.com/?cid=4108375618462853323&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Младост, ул. „Академик Андрей Сахаров“ 2, 9009 Варна",OPERATIONAL
Lions Group Дубровник - Лъвът в недвижимите имоти | Продажби | Наеми,Real Estate,real_estate,71,B,Warm,45,66,100,100,61,100,yes,http://www.lionsgroup.bg/,089 015 8711,4.3,24,real_estate_agency,https://maps.google.com/?cid=13976998190920639792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, ул. „Дубровник“ 48, 9009 Варна",OPERATIONAL
Vi Del Mar Apartments,Hospitality,lodging,71,B,Warm,45,66,100,100,59,100,yes,https://videlmarapartments.eu/,088 928 1145,4.2,24,lodging,https://maps.google.com/?cid=7760828281877581686&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Бдин“ 14А, 9000 Варна",OPERATIONAL
Дентален център,Health,dental,71,B,Warm,45,66,100,100,61,100,yes,https://doctor-chitalova.com/,052 606 052,4.3,24,dental_clinic,https://maps.google.com/?cid=10275899575541026439&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Георги С. Раковски“ 27, 9002 Варна",OPERATIONAL
Детска кухня „Лакомник“,Hospitality,restaurant,71,B,Warm,45,66,100,100,58,100,yes,http://lakomnik.com/,089 546 5673,4.2,23,restaurant,https://maps.google.com/?cid=3740498199374994320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Аспарухово, ул. „Найчо Цанов“ 13, 9003 Варна",OPERATIONAL
Dr. Silviya Georgieva Orthodontics,Health,dental,71,B,Warm,45,64,100,100,70,100,yes,https://www.facebook.com/DrSilviyaGeorgievaOrthodontics,089 951 7197,5,20,dentist,https://maps.google.com/?cid=507332812610088605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Владислав Варненчик“ 142, 9010 Варна",OPERATIONAL
Gravity Drink Eat Easy,Hospitality,restaurant,71,B,Warm,45,64,100,100,65,100,yes,http://gravity-restaurant.com/,087 840 4111,4.7,20,restaurant,https://maps.google.com/?cid=8407712491966871565&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Varna CenterOdesosОдесос, ул. „Тодор Каблешков“ 40, 9000 Варна",OPERATIONAL
БГ ИМОТИ ЕКСПЕРТ,Real Estate,real_estate,71,B,Warm,45,64,100,100,62,100,yes,http://www.properties-bg.com/,089 476 0960,4.5,20,real_estate_agency,https://maps.google.com/?cid=3735073611449565674&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Георги С. Раковски“ 16, ет 1 9000, 9002 Варна",OPERATIONAL
Дентална Клиника ЕНА Дент / Dental Clinic ENA Dent,Health,dental,71,B,Warm,45,64,100,100,70,100,yes,https://enadent.bg/,088 477 2803,5,20,dentist,https://maps.google.com/?cid=2587419654368732713&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Любен Каравелов“ 15, 9002 Варна",OPERATIONAL
"""Вива контакт"" недвижими имоти",Real Estate,real_estate,71,B,Warm,45,63,100,100,67,100,yes,http://vivacontact.bg/,089 790 0162,4.9,19,real_estate_agency,https://maps.google.com/?cid=10150422039183890555&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Владислав Варненчик“ 21, ет.2, 9000 Варна",OPERATIONAL
32 Дент,Health,dental,71,B,Warm,45,63,100,100,69,100,yes,https://32dentcenter.com/,052 610 796,5,19,dental_clinic,https://maps.google.com/?cid=4820700069781107109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Марко Балабанов“ 28, 9000 Варна",OPERATIONAL
Regina bed&wine,Hospitality,lodging,71,B,Warm,45,63,100,100,63,100,yes,http://reginabedandwine.com/,088 242 1577,4.6,19,hotel,https://maps.google.com/?cid=18434695226398344344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Varna CenterOdesosОдесос, ул. „Славянска“ 8A, 9002 Варна",OPERATIONAL
д-р Тодор Теофилов лекар по дентална медицина / Стоматолог / Зъболекар,Health,dental,71,B,Warm,45,63,100,100,69,100,yes,https://www.facebook.com/share/17BnNx79D8/,089 669 4191,5,19,medical_clinic,https://maps.google.com/?cid=15946022164896064717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, ЛевскиПриморски, ул. „Мир“ 33, 9010 Варна",OPERATIONAL
Натали Кръстева - RE/MAX Partners,Real Estate,real_estate,71,B,Warm,45,63,100,100,69,100,yes,https://www.remax.bg/AgentProfile.aspx?AgentID=360511018&lang=BGR&fbclid=IwQ0xDSwMat2FleHRuA2FlbQIxMAABHhUQQI1ux14PC-bqvjLL4By0jDfWRLesYvFWQD1Lc-ZqyqLPi6JygWR_qMIS_aem_Wm-FYmAJw9dyanluDlFZig,087 728 2945,5,19,real_estate_agency,https://maps.google.com/?cid=7402280143672175182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Северна промишлена зонаМладост, бул. „Сливница“ 166a, 9009 Варна",OPERATIONAL
СМАРТ ИМОТИ - ЗЕМЕДЕЛСКА ЗЕМЯ,Real Estate,real_estate,71,B,Warm,45,63,100,100,66,100,yes,https://smartestates.bg/,087 946 2525,4.8,19,real_estate_agency,https://maps.google.com/?cid=17318367061698031904&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Иван Аксаков“ 19, 9002 Варна",OPERATIONAL
Дентално Студио Д-р Спасимир Иванов - Зъболекарски Услуги,Health,dental,71,B,Warm,45,62,100,100,68,100,yes,https://drspasimirivanov.com/,088 333 3078,5,18,dentist,https://maps.google.com/?cid=13948765985054146530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Козлодуй“ 14, 9000 Варна",OPERATIONAL
Екстрийм Варна - Недвижими имоти,Real Estate,real_estate,71,B,Warm,45,62,100,100,68,100,yes,http://extremevarna.com/,089 858 3091,5,18,real_estate_agency,https://maps.google.com/?cid=15768031758597523434&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Константин Величков“ 12, ет.2, офис 4, 9000 Варна",OPERATIONAL
Стоматологичен кабинет Only Smile | д-р Кузманов,Health,dental; real_estate,71,B,Warm,45,61,100,100,67,100,yes,http://onlysmilebg.com/,088 528 6175,5,17,dentist,https://maps.google.com/?cid=7713816443150470192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Петко Ю. Тодоров“ 17, 9000 Варна",OPERATIONAL
падналият ресторант Галатея,Other,restaurant,70,B,Warm,100,58,55,20,63,100,no,,,5,13,tourist_attraction,https://maps.google.com/?cid=12202839713101713397&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"5WCW+G5, Аспарухово, 9021 Варна",OPERATIONAL
Warna,Hospitality,restaurant,70,B,Warm,100,30,100,20,51,100,no,,,5,1,barbecue_restaurant,https://maps.google.com/?cid=7147891203196618566&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, 9000 Варна",OPERATIONAL
Зъболекар „Леге арт“ д-р Рангочев,Health,dental,70,B,Warm,100,30,100,20,51,100,no,,,5,1,dentist,https://maps.google.com/?cid=12749847032169724948&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Генерал Столипин“ 60, 9002 Варна",OPERATIONAL
Льо Баракишен,Hospitality,restaurant,70,B,Warm,100,30,100,20,51,100,no,,,5,1,barbecue_restaurant,https://maps.google.com/?cid=10508458001988141068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Varna CenterOdesosОдесос, ул. „Граф Игнатиев“ 12, 9000 Варна",OPERATIONAL
Bulgaria-Estate,Other,real_estate,70,B,Warm,45,80,55,100,92,100,yes,https://bulgaria-estate.com/,088 246 6609,4.8,66,service,https://maps.google.com/?cid=6256729293444153650&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"бул. „Княгиня Мария Луиза“ 9 ет. 5, 9000, Варна ЦентърОдесос, bul. ''Maria Luisa 9, floor 5, 9000 Варна",OPERATIONAL
Снекбар Аверите,Hospitality,restaurant,70,B,Warm,45,77,100,55,84,100,yes,https://averitevarna.com/%D0%9D%D0%B0%D1%87%D0%B0%D0%BB%D0%BE.html,,4.6,53,restaurant,https://maps.google.com/?cid=17938945103032736643&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ВиницаПриморски, ВиницаПриморски, ВиницаПриморски, ул. „Свети Димитър Солунски“ 5, 9022 Варна",OPERATIONAL
Кухня,Hospitality,restaurant,70,B,Warm,45,75,100,55,81,100,yes,https://www.facebook.com/profile.php?id=100086691424773,,4.6,46,meal_takeaway,https://maps.google.com/?cid=883721023292325850&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, ул. „Евлоги Георгиев“ 14А, 9010 Варна",OPERATIONAL
Luxury Vue sur La Mer apartments,Hospitality,lodging,70,B,Warm,45,66,100,100,55,100,yes,https://www.facebook.com/Luxury-Vue-sur-La-mer-apartments-364630784154876/,089 996 8133,4,23,hotel,https://maps.google.com/?cid=5970022771016322524&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Златни пясъциПриморски, ул. „Боян Бъчваров“ 152, 9000 Варна",OPERATIONAL
Зъболекар Доктор Едрева,Health,dental,70,B,Warm,45,64,100,100,53,100,yes,https://edreva.com/,052 611 211,3.9,21,dentist,https://maps.google.com/?cid=15335574746417606094&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Цар Асен I-ви“ 14, 9010 Варна",OPERATIONAL
"BULGARIAN PROPERTIES, Офис Варна",Real Estate,real_estate,70,B,Warm,45,64,100,100,59,100,yes,https://www.bulgarianproperties.bg/,052 813 703,4.3,20,real_estate_agency,https://maps.google.com/?cid=12879562116798067630&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Владислав Варненчик“ 110, ет. 2, офис 4, 9000 Варна",OPERATIONAL
Супа Маркет,Hospitality,restaurant,70,B,Warm,45,63,100,100,61,100,yes,https://www.facebook.com/supamarketvarna/,088 294 2023,4.5,19,restaurant,https://maps.google.com/?cid=12316903700489258482&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Владислав Варненчик“ 79, 9000 Варна",OPERATIONAL
ЕРА БЪЛГАРИЯ,Real Estate,real_estate,70,B,Warm,45,62,100,100,62,100,yes,http://www.era.bg/,088 237 7316,4.6,18,real_estate_agency,https://maps.google.com/?cid=1924233193813867868&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Моис Леви“ 28, ет.3 оф.5, 9000 Варна",OPERATIONAL
Риком България - недвижими имоти,Real Estate,real_estate,70,B,Warm,45,62,100,100,64,100,yes,http://ricom.bg/,087 817 6990,4.7,18,real_estate_agency,https://maps.google.com/?cid=6544718092638553777&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Братя Шкорпил“ 19, 9000 Варна",OPERATIONAL
Агенция за недвижими имоти Нова Хоум novahome.bg,Real Estate,real_estate,70,B,Warm,45,61,100,100,62,100,yes,http://novahome.bg/,089 850 8787,4.6,17,real_estate_agency,https://maps.google.com/?cid=10620491296843758036&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. ПобедаМладост, ул. „Топола“ 26, 9009 Варна",OPERATIONAL
Екип SART недвижими имоти,Professional Services,real_estate,70,B,Warm,45,61,100,100,63,100,yes,https://ekipsart.com/,088 823 7961,4.8,16,consultant,https://maps.google.com/?cid=12301584268248868123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Драган Цанков“ 21, 9000 Варна",OPERATIONAL
ИВЕДА ИМОТИ,Real Estate,real_estate,70,B,Warm,45,61,100,100,63,100,yes,http://iveda.bg/,088 725 1588,4.8,16,real_estate_agency,https://maps.google.com/?cid=11039367800766712157&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"а,, Варна ЦентърОдесос, бул. „Съборни“ 9, 9000 Варна",OPERATIONAL
Дентална практика д-р Бозуков,Health,dental,70,B,Warm,45,60,100,100,61,100,yes,https://bozukov.eu/,089 516 1144,4.7,15,dentist,https://maps.google.com/?cid=5376419249377367385&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Македония“ 153, 9000 Варна",OPERATIONAL
Стоматологичен кабинет - Варна | Varnadental.com,Health,dental,70,B,Warm,45,60,100,100,61,100,yes,https://varnadental.com/,089 546 5090,4.7,15,dentist,https://maps.google.com/?cid=10795622797834449348&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ВладиславовоМладост, ул. Димитър Ефендулов 4, ет. 3, 9020 Варна",OPERATIONAL
NEDVIJIMO.BG,Real Estate,real_estate,70,B,Warm,45,59,100,100,64,100,yes,https://www.nedvijimo.bg/,089 239 7589,5,14,real_estate_agency,https://maps.google.com/?cid=8757892281792798406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Гръцки кварталОдесос, ул. „Хан Аспарух“ 3, 9180 Варна",OPERATIONAL
„Диагностично-консултативен център Чайка“ ЕООД,Health,dental,69,B,Warm,45,77,100,100,20,100,yes,http://www.dkcchayka.bg/,052 786 900,3,54,hospital,https://maps.google.com/?cid=16448792124268508562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. ЧайкаПриморски, ул. „Никола Й. Вапцаров“ 2, 9010 Варна",OPERATIONAL
Стоматологични клиники Д-р Матееви,Health,dental,69,B,Warm,45,69,100,100,37,100,yes,http://www.mateevident.com/,087 868 1492,3.2,30,dentist,https://maps.google.com/?cid=17801328787850547121&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Царевец“ 24, 9002 Варна",OPERATIONAL
Дентален център Булдент,Health,dental,69,B,Warm,45,63,100,100,51,100,yes,http://buldent.net/,052 601 008,3.8,19,dentist,https://maps.google.com/?cid=2013647339491461840&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Кюстенджа“ 13, 9000 Варна",OPERATIONAL
агенция „Имоти Варна“,Real Estate,real_estate,69,B,Warm,45,62,100,100,49,100,yes,http://www.imoti-varna.com/,052 608 120,3.7,18,real_estate_agency,https://maps.google.com/?cid=17363152419496307697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Гръцки кварталОдесос, ул. „Свети Климент“ 7, 9000 Варна",OPERATIONAL
"Агенция за недвижими имоти Руди Кей, град Варна",Real Estate,real_estate,69,B,Warm,45,61,100,100,55,100,yes,http://www.rudikey.bg/,052 580 051,4.1,17,real_estate_agency,https://maps.google.com/?cid=1212062027779341181&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. Възраждане IМладост, бул. „Цар Освободител“ 160, 9020 Варна",OPERATIONAL
Имоти България ООД,Real Estate,real_estate,69,B,Warm,45,61,100,100,48,100,yes,http://www.imoti.bg/,052 600 000,3.6,17,real_estate_agency,https://maps.google.com/?cid=9457208220576376209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Княгиня Мария Луиза“ 42, 9000 Варна",OPERATIONAL
Топ Имоти Варна,Real Estate,real_estate,69,B,Warm,45,61,100,100,53,100,yes,https://topimotivarna.com/,088 436 6369,4,16,real_estate_agency,https://maps.google.com/?cid=16897631461867149432&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Професор Константин Иречек“ 5, 9000 Варна",OPERATIONAL
Топ Дом - агенция за недвижими имоти,Professional Services,real_estate,69,B,Warm,45,60,100,100,55,100,yes,http://www.tdb.bg/,087 835 1190,4.2,15,consultant,https://maps.google.com/?cid=12068497030816337192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Генерал Колев“ 113, 9010 Варна",OPERATIONAL
Дентално студио ОДЕНТ,Health,dental,69,B,Warm,45,59,100,100,61,100,yes,http://o-dentbg.com/,087 930 3933,4.7,14,dentist,https://maps.google.com/?cid=18238131933628603543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. ""Братя Миладинови“ 27, 9002 Варна",OPERATIONAL
"Кабинет Проф. д-р Цветан Тончев, зъболечение, орална хирургия, лицево - челюстна хирургия и имплантология",Health,dental,69,B,Warm,45,59,100,100,54,100,yes,https://www.mfs-tonchev.com/,088 480 0775,4.1,14,dentist,https://maps.google.com/?cid=5410563364205922669&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Парижка Комуна“ 18, 9000 Варна",OPERATIONAL
Lions Group Real Estate Офис Инвестиции | Продажби | Строителство - Лъвът в недвижимите имоти,Real Estate,real_estate,69,B,Warm,45,58,100,100,63,100,yes,https://lionsgroup.bg/office/ul-dubrovnik-2/,088 839 3222,5,13,real_estate_agency,https://maps.google.com/?cid=12420574782622881808&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, ул. „Дубровник“ 2, 9000 Варна",OPERATIONAL
Дентален кабинет Варна - NG Dent,Health,dental,69,B,Warm,45,58,100,100,63,100,yes,https://ngdent-varna.com/,087 790 0977,5,13,dentist,https://maps.google.com/?cid=18109512739872796713&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Медицински комплекс „Младост бул. „Република“ 15 тяло Д, ет.6, каб. Д 603, ВладиславовоМладост, бул. „Република“ 15, ет.6, 9009 Варна",OPERATIONAL
